URL,title,created_time,author_ID,author_name,intro,tags,songs_num,play_num,favored_num,forward_num,comments_num,cover_URL
https://music.163.com/playlist?id=574226077,日剧《四重奏》歌单更新到7集ED已收录,2017-01-18,99662781,DC安利控_Fiona,"“據說人生有三道。升道，降道，想不到。”
日剧《四重奏》涉及的古典音乐和相关选曲歌单
《四重奏》是日本TBS电视台2017年播出的电视连续剧，由土井裕泰执导，坂元裕二编剧，松隆子主演，满岛光、高桥一生、松田龙平共演。定于2017年1月17日晚间10点首播。
该剧讲述了偶然相遇的四个男女组成弦乐团，在轻井泽的共同生活的故事","['日语', '古典', '影视原声']",21,808502,16263,964,420,http://p3.music.126.net/8y32-_0WV-viR-6rZNMqFQ==/18544363115802720.jpg
https://music.163.com/playlist?id=72033669,【经典古典乐】震撼灵魂的艺术,2015-05-09,44327780,微笑的尸体,那些经典的交响乐,"['欧美', '古典', '经典']",43,397079,6845,30,23,http://p4.music.126.net/lJuUSjX_pTTEXfeTiLqzGQ==/7703178466392084.jpg
https://music.163.com/playlist?id=2471920090,【优雅古典】汉尼拔做饭时放什么音乐呢？✨,2018-10-16,421703463,以太Etherr,真香！,['古典'],14,13174,186,3,2,http://p4.music.126.net/q-D4bqMXSdzJDblqfAkWKw==/109951164075993297.jpg
https://music.163.com/playlist?id=138096217,纯音吉他 弗拉明戈,2015-12-11,32399294,江河故人,弗拉明戈 弗拉门戈 吉他 吉它,"['Bossa Nova', '古典', '吉他']",60,296371,6731,138,26,http://p3.music.126.net/FR7ydW9xKQrAjOcST3LZOw==/6639950720831979.jpg
https://music.163.com/playlist?id=68918337,极简主义钢琴作曲家-Ludovico Einaudi,2015-04-27,53227084,EPADEL,他的音乐总被认为是容易接近和可信的，被描述为最低纲领主义者，古典，氛围，当代和深动感人的受欢迎的声音，曲风深受巴哈、莫扎特、肖邦等音乐家的影响，古典大气而不乏现代感。,"['古典', 'New Age', '钢琴']",40,3237205,10万,2008,425,http://p4.music.126.net/y87AvQF5etBAKnnTeQqw3A==/2917004349372058.jpg
https://music.163.com/playlist?id=324847963,【湛世华弦】小提琴的细语：婉转与浪漫,2016-03-26,103672794,魔理沙的弹幕回忆,"（☆持续添加☆）新世纪的浪漫，日系的柔美，中国的婉转，古典的深邃...本着兼收并蓄的理念，寻找更多优秀的小提琴曲。小提琴，音乐世界的王后，音色华丽而优雅，琴弦之上，音韵流长。
歌曲顺序：
新世纪/影视原声——日系（含acg）——中国——古典
请大家细细品味，小提琴带给您的婉转与浪漫☆。
","['古典', 'New Age', '器乐']",50,333869,7477,125,49,http://p4.music.126.net/xyAY9Jk4f1vzAJLlnBBCqQ==/1418370003810998.jpg
https://music.163.com/playlist?id=2749142162,古典浪漫主义钢琴音乐,2019-04-10,264879571,Heliki_Bala,听古典乐老司机说，巴赫抗躁动，海顿抗抑郁，莫扎特抗失眠，贝多芬抗萎靡，马勒抗瞌睡，拉赫抗寂寞，布鲁克纳抗吃醋后的不良反应，柴可夫斯基抗饥饿。,"['古典', '钢琴', '浪漫']",351,54556,1047,8,3,http://p3.music.126.net/fRfrYIjogkCh98XfLOSabw==/109951166488020780.jpg
https://music.163.com/playlist?id=2251455601,殷承宗等六人:黄河钢琴协奏曲,2018-06-02,105933025,巴別塔總工程師,"取材于抗日战争时期的救亡歌曲《黄河大合唱》，1969年由殷承宗、储望华、刘庄、盛礼洪、石叔诚和许斐星六人改编为协奏曲
《黄河船夫曲》引子一开始，小号与小提琴便以磅礴的气势奏出号子似的动机，木管乐快速的半音阶上行和下行，刻画了船工们同惊涛骇浪殊死搏斗的情景，这时由钢琴急骤的琶音掀起巨浪，引出了坚定有力的船工号子，表现了船工们万众一心同狂风巨浪顽强拼搏。钢琴华彩乐段，描绘黄河激流汹涌澎湃，船工们冲过了","['古典', '钢琴', '浪漫']",56,15064,292,6,7,http://p4.music.126.net/BsLJHi9VFOD5Xss-ea-SBg==/18784056651127861.jpg
https://music.163.com/playlist?id=329670754,芭蕾把杆，中间，及小组合练习曲,2016-04-03,103128968,MySongsConsidered,适合自己或者教室使用。从脚位蹲，到pile擦地，到pile重心转移擦地，到外开训练，到控制练习，到小踢腿，延伸练习，大踢腿的大致排序。从H in English开始为中间部分和小组合,"['古典', '钢琴']",27,521663,16794,321,132,http://p4.music.126.net/4KPe2besuBgkxdYEUldI1Q==/1410673427428657.jpg
https://music.163.com/playlist?id=72764665,『燃曲向』魔幻小提琴,2015-05-12,6190643,Dasein_亚古,"流畅的, 奔放的, 象正午太阳下热烈而不羁的温暖光线, 你左处急走几步, 右里若乾闪转,都避不开藉着那音乐而大胆凝视你的目光，主推埃德温·马顿，Lindsey stirling，David Garrett，Taylor Davis ，Josh Vietti","['电子', '轻音乐', '古典']",76,406651,7986,177,136,http://p3.music.126.net/Said_90E4ceBWry-NM2W5g==/7930777372329631.jpg
https://music.163.com/playlist?id=743405979,猫和老鼠背景音乐 古典 可查看歌单信息,2017-05-29,341567332,Xiaoweiwww,"以下挑选《猫和老鼠》中部分经典背景音乐，歌单曲目按播出年份顺序排列。欢迎补充。
曲1：睡美人圆舞曲 第7集< The Bowling Alley Cat(1942) >本曲中0:32-0:47对应动画0:56-1:10 此外，本曲在第85集< Mice Follies(1954) > 1:44, 3:45, 6:20多处选用；
曲2：起锚 第18集< The Mouse Comes To Dinn","['儿童', '古典', '怀旧']",22,983613,22391,413,240,http://p3.music.126.net/Kor1Z0PW7WNVHjQT3lo8EQ==/109951162937980336.jpg
https://music.163.com/playlist?id=2101041976,古典吉他十大名曲,2018-02-13,45546021,苍穹之下love,"Sor: 24 Etudes, Op.35 - No. 22 (in B minor)是《月光》 ， La catedral是《大教堂》，Grahd solo 是《伟大的独奏》，Recuerdos de la Alhambra 是《阿尔罕布拉宫的回忆》
收集了许久，好好欣赏吧~~",['古典'],11,22838,340,3,1,http://p3.music.126.net/E9zReD8hNsbTLEoKgMT3lw==/109951163146178916.jpg
https://music.163.com/playlist?id=451100023,新古典极简｜Ludovico Einaudi 精选辑,2016-08-25,283272211,令狐冲不过,"意大利钢琴家和作曲家 Ludovico Einaudi 鲁多维科·艾奥迪1955年出生于都灵，他的作品追求简约主义的风格，也被称为“极简音乐”，曲风深受巴赫、莫扎特、肖邦等音乐家的影响，古典大气而不乏现代感。他在扎实的古典钢琴和交响乐作曲功底的基础上，吸取了世界音乐和流行音乐的各种元素，在简单的旋律中糅合各种风格的特点，宁静优美，又充满沉思和内省的气质，让人领略到多元音乐相互融合的美妙。
“温婉的","['钢琴', '夜晚', '古典']",41,952751,24121,636,112,http://p3.music.126.net/_vqdf0gb322k2bbY8Y3Y9Q==/2946691243460406.jpg
https://music.163.com/playlist?id=2672087343,阅读时听的432赫兹古典音乐,2019-02-17,1462517919,E_R_I,书、画与诗——在恬静的下午，一杯茶，一本书，钢琴与弦乐奏出了梦境的邂逅。,"['古典', '钢琴', '器乐']",26,23821,721,7,0,http://p4.music.126.net/F3yHoz-qRUR9eo7cLpIXaw==/109951163932416604.jpg
https://music.163.com/playlist?id=2032575751,维也纳宫廷圆舞曲 vienna Waltz,2017-12-28,122210366,蓑笠翁007,舞会可以开始了,"['欧美', '古典', '舞曲']",21,27412,530,8,12,http://p3.music.126.net/Du-Y4Jy32bDRPWKJWkPpsg==/18975371672647788.jpg
https://music.163.com/playlist?id=152394261,那些耳熟能详的古典吉他乐曲,2016-01-10,78229196,一个鸭梨_YEGY,"1.阿尔罕布拉宫的回忆
2.舒伯特的小夜曲
3.巴赫B小调第二组曲
4.骷髅之舞
5.《教父》主题曲
6.阳光
7.辛德勒的名单
8.阿图斯里亚斯的传奇
9.悲伤的西班牙
10.卡伐蒂纳
11.阿拉伯风格绮想曲
12.西班牙小夜曲
13.最后的颤音
14.小罗曼斯
15.大前奏曲
16.维拉罗伯斯一号练习曲","['古典', '吉他']",16,18314,326,7,2,http://p4.music.126.net/Pe5Y0tj7hEU0BpJqawR-wg==/1399678311490609.jpg
https://music.163.com/playlist?id=2282765330,Ludovico Einaudi新古典钢琴最低纲领,2018-06-23,267097014,Nie_pytaj_dlaczego,"从<<不可触碰>>的原声开始，就爱上这个作曲家。海一样的柔情。
喜欢的朋友也可以关注我其他的歌单，它们都很棒^_^","['世界音乐', '古典', '安静']",50,301558,5572,89,31,http://p3.music.126.net/tVhtQVeSnukPYSWaK4QGrg==/109951163440547718.jpg
https://music.163.com/playlist?id=168320145,潜脑音乐越听越聪明8CD,2016-02-12,17692554,云轻掠过,《潜脑音乐越听越聪明》由国家音乐协会、中国优生优育、德国胎儿心理学会、国际脑研究组织权威推荐。这是最伟大的母亲献给新生命的第一份圣礼，为准父母培养一个梦寐以求的优秀宝宝！,"['学习', '治愈', '古典']",77,22985,801,12,2,http://p3.music.126.net/3Ov6DTQ-ONe6pIhevt-g9A==/1420569024087737.jpg
https://music.163.com/playlist?id=541387679,优雅与浪漫~华尔兹,2016-12-19,8733570,Dorothywhl,华尔兹（Waltz），又称圆舞，一种自娱舞蹈形式。华尔兹舞曲，即圆舞曲也常被称为华尔兹。华尔兹是舞厅舞中最早的、也是生命力非常强的自娱舞形式，亦称圆舞。“华尔兹”一词最初来自古德文Walzer，意思是“滚动”、“旋转”或“滑动”。华尔兹根据速度分化为快慢两种之后，人们把快华尔兹称为维也纳华尔兹，而不冠以“维也纳”三字的即慢华尔兹，它是由维也纳华尔兹演变而来的。作为三步舞的华尔兹，其基本步法为一拍跳,"['古典', '世界音乐', '浪漫']",105,14245,243,4,0,http://p4.music.126.net/DFe3iq8tB5cw5zOvstyynQ==/18676304511657793.jpg
https://music.163.com/playlist?id=2623734379,TwoSetViolin编年史 2018,2019-01-14,380232171,GreenSwizzles,"TwoSetViolin编年史 2018
(In Making)
选曲来自
微博 & Bilibili: TwoSetViolin双琴侠
YT & Twi & INS & FB：TwoSetViolin
歌单介绍有字数限制，因此分歌单进行整理，且省略视频标题。后几部分请见主页歌单。
如有遗漏请补充
01/03 01
01/07 02－14
01/25 15－18
01/30 19
02/02 2","['古典', '欧美']",292,12262,534,10,50,http://p3.music.126.net/v-CxXKz4J2yVzKsiZOPlHQ==/109951163795480532.jpg
https://music.163.com/playlist?id=97014411,【欧阳娜娜】の音乐冒险,2015-08-11,2790938,Menmasol,古典界的友友娜,"['器乐', '古典']",57,173261,2666,38,64,http://p3.music.126.net/zYDBjDuO5m1ASxNXDTKNmA==/3284241232442927.jpg
https://music.163.com/playlist?id=2197231393,中国钢琴曲 合辑 (Chinese Piano Works),2018-04-23,1417213823,scfi008,"中国钢琴独奏作品百年经典：
贺绿汀、江文也、瞿维、桑桐、丁善德、陈培勋、汪立三、朱践耳、黄虎威、王建中、杜鸣心、孙以强、储望华、崔世光、但昭义、黄安伦、黎英海、陈铭志、蒋祖馨、鲍元恺、王西麟、罗忠镕、倪洪进、石夫、郭志鸿、郭祖荣、权吉浩、赵晓生、饶余燕、刘庄、徐振民、邹向平、郭豫椿、邹鲁、杨立青、林尔耀、周广仁、王千一、赵元任、萧友梅、江定仙、黄自、陈怡、周龙、谭盾、盛宗亮、葛甘孺、黄若、张朝、陈","['古典', '民族', '钢琴']",968,103763,3328,85,25,http://p4.music.126.net/x8Tw1Bg0mA6qLOwFYNjSww==/109951164203970683.jpg
https://music.163.com/playlist?id=82978135,古典‖轻音乐‖放松‖读书‖学习,2015-06-21,67844164,internationalsmile,网易云音乐,"['学习', '古典', '下午茶']",599,259197,4935,88,24,http://p4.music.126.net/01YegrSX_qoGC4ytreoTwQ==/18602637232473944.jpg
https://music.163.com/playlist?id=307348938,众神进入英灵殿,2016-02-25,118353890,SKYDIVE-,Let me be your midnight sun,"['轻音乐', '放松', '古典']",72,88950,1851,50,24,http://p4.music.126.net/yhelXjrSzdeEfjGfFyUF8g==/1421668536436477.jpg
https://music.163.com/playlist?id=2121879423,书房背景音乐丨大提琴,2018-03-01,286495773,不知不觉又过了一个秋天,适合阅读的音乐，体味提琴魅力。尽情领悟大提琴的沉静悠扬，平静舒缓。,"['轻音乐', '古典']",129,68895,1097,7,0,http://p3.music.126.net/Jzc0T_9JTOxsuimn36ulrg==/18737877162512143.jpg
https://music.163.com/playlist?id=5093089129,1631 Recordings【2020/21发行】,2020-07-03,39141174,非正常人類研究員,"1631 Recordings【2020发行（已续2021)】
1631 Recordings 是一家位于瑞典的新古典唱片公司，由Library Tapes（瑞典现代古典单人计划）的David Wenngren 以及 Kning Disk（瑞典实验音乐厂牌）的创始人Mattias Nilsson共同创建于2015年夏天，并由Decca Records/Universal 以数字方式发行。旗下音乐","['轻音乐', '古典', '安静']",444,9763,281,38,26,http://p3.music.126.net/XGsFK4pC0FrNtKuQ89caDw==/109951165107354589.jpg
https://music.163.com/playlist?id=444474849,古典吉他曲-无损音质,2016-08-16,38290240,老李的abcd,网易云音乐,"['古典', '怀旧', '经典']",54,29650,518,11,1,http://p4.music.126.net/wMeYDsrf6y9VPKsW0ioYsA==/18609234302214293.jpg
https://music.163.com/playlist?id=6689046087,[古典电影原声] 感受古典氛围 重现电影柔光,2021-04-01,1463586082,云音乐官方歌单,一帧帧影像画面，一幕幕电影转场，音乐响起的瞬间，我们仿佛回到了那个流光溢彩的银幕旧梦。,"['古典', '影视原声']",30,1131176,13297,102,37,http://p3.music.126.net/jR0-JUTfJobzjwiFAf9jnA==/109951165852706105.jpg
https://music.163.com/playlist?id=6686195774,古典精选|从《Chasing the Dragon》听起,2021-03-30,309791722,云音乐多多,古典精选,[],30,209633,2793,13,38,http://p4.music.126.net/hTA901p15PnvFGsuSaLNsw==/109951165507203060.jpg
https://music.163.com/playlist?id=578214120,『大明王朝1566』配乐,2017-01-22,115485330,guyingxing,网易云音乐,"['影视原声', '古典']",39,210431,4132,95,162,http://p4.music.126.net/c6p72JaCVpkgliA4T0fftA==/109951163279061679.jpg
https://music.163.com/playlist?id=2770070300,[古典摇篮曲] 用古典音乐为宝宝编织最美的梦乡,2019-04-25,1778923105,云音乐古典专区,"用音符编织你最美的梦
在梦中开启自己的最精彩的旅程......","['古典', '轻音乐']",30,3586035,31201,470,141,http://p3.music.126.net/0czNHZ9o5JjcVfSPuSxMSw==/109951166035643953.jpg
https://music.163.com/playlist?id=2800713929,[一周古典上新] 古典新作唱片行 营业中>,2019-05-16,1778923105,云音乐古典专区,"从巴洛克到新古典，聆听慢慢历史长河的沉淀
每周五更新
封面人物：卡拉扬",['古典'],120,4514853,55918,794,577,http://p4.music.126.net/SfrV8c31h2XAJ_6Gy_idsw==/109951166870890392.jpg
https://music.163.com/playlist?id=5299288600,新古典主义/氛围/极简精选,2020-10-22,1409601411,eterpoe,"（仅自己看法）不同于传统的古典音乐，新古典是古典音乐经过改良的产物，脱离了古典音乐的宗教性，宫廷性，而又在古典的基础之上又加入了流行音乐的多样，其往往是对自身的表达。
（来源同上）极简主义和新古典主义有时同时出现，两者也往往能做到完美的结合。一般配器不会过多，但美轮美奂的作曲丝毫不会让听众感到无聊","['古典', '治愈', '放松']",31,8209,204,3,6,http://p3.music.126.net/_pUDCRE9g1I0brua3BhoRw==/109951165745178949.jpg
https://music.163.com/playlist?id=2800223800,很适合儿童的启蒙古典音乐,2019-05-16,1337980063,书寒music,精选：好听易接受，最优版本，像唐诗宋词一般给孩子最好的艺术熏陶。,"['古典', '儿童', '钢琴']",45,6001,183,11,0,http://p4.music.126.net/EoM3FCu4tE9p7L69_TGxxw==/109951164668956544.jpg
https://music.163.com/playlist?id=2030072636,圣桑－天鹅 (各种版本),2017-12-26,64472844,图底-,以后 在我的婚礼上要放这首曲子,['古典'],15,86170,1677,42,27,http://p4.music.126.net/xa-HElypFQ6_vUm9AssVNw==/109951163823067573.jpg
https://music.163.com/playlist?id=2029685017,在爱和乐中安眠,2017-12-26,246304217,虫虫星球,收集古典乐中适合作为安眠曲版本~部分为《爱和乐》中的曲目，或《爱和乐》曲目的其他版本,"['古典', '轻音乐', '夜晚']",49,123172,2393,50,5,http://p3.music.126.net/9wUrSETgHniW07FoIrGxqg==/18501482162739219.jpg
https://music.163.com/playlist?id=6595569589,[儿童古典启蒙] 为宝贝量身定制的古典音乐,2021-02-03,637811910,云音乐亲子频道,精选古典音乐大师名曲，或轻巧欢快，或诙谐有趣，或悠扬婉转。引导孩子进入古典音乐世界，去聆听、感受、欣赏音乐，开发孩子想象力，培养音乐审美,"['古典', '儿童']",20,344087,6130,56,17,http://p3.music.126.net/ZFhK-kf1bSuBm4tKaM5UJw==/109951165690695765.jpg
https://music.163.com/playlist?id=164943803,AKG K450煲机交响乐无损SQ,2016-02-04,12624093,YUE_Inc,48小时小音量，72小时中等音量，100小时用中等稍大音量听各种曲子，不限于本歌单。sad robot goes funny可以让你对音质找回信心。,"['摇滚', '古典']",50,295086,5679,80,283,http://p3.music.126.net/k3562jbS1dqO_1_tsnPL6A==/3263350523030591.jpg
